date,hour,count,casual,reg,season,holiday,weekday,workingday,weathersit,temp,hum
2012-04-06,8:00h,508,19,489,2,0,Saturday,1,1,0.3,0.49
2012-06-10,16:00h,508,173,335,2,0,Monday,0,1,0.84,0.36
2012-02-08,8:00h,508,13,495,1,0,Thursday,1,2,0.24,0.7
2012-12-08,16:00h,507,139,368,4,0,Sunday,0,1,0.42,0.82
2012-05-31,7:00h,507,18,489,2,0,Friday,1,1,0.6,0.64
2012-12-17,18:00h,507,14,493,4,0,Tuesday,1,2,0.4,0.94
2012-07-25,7:00h,507,34,473,3,0,Thursday,1,1,0.66,0.5
2012-10-10,7:00h,507,9,498,4,0,Thursday,1,1,0.46,0.82
2012-11-08,18:00h,507,16,491,4,0,Friday,1,1,0.4,0.24
2011-11-01,17:00h,506,36,470,4,0,Wednesday,1,1,0.44,0.54
2011-05-21,15:00h,506,232,274,2,0,Sunday,0,1,0.72,0.45
2011-06-08,17:00h,506,80,426,2,0,Thursday,1,1,0.92,0.35
2012-06-14,7:00h,506,26,480,2,0,Friday,1,1,0.6,0.6
2012-06-24,11:00h,506,215,291,3,0,Monday,0,1,0.76,0.4
2012-07-19,20:00h,505,65,440,3,0,Friday,1,1,0.82,0.49
2012-07-22,11:00h,505,191,314,3,0,Monday,0,2,0.66,0.74
2012-04-18,18:00h,505,27,478,2,0,Thursday,1,2,0.42,0.77
2011-09-09,17:00h,505,54,451,3,0,Saturday,1,1,0.7,0.79
2012-06-13,7:00h,505,25,480,2,0,Thursday,1,1,0.6,0.83
2012-08-12,17:00h,505,186,319,3,0,Monday,0,1,0.8,0.33
2012-06-26,20:00h,505,88,417,3,0,Wednesday,1,1,0.7,0.3
2012-06-22,18:00h,505,62,443,3,0,Saturday,1,2,0.8,0.55
2012-08-12,12:00h,505,163,342,3,0,Monday,0,1,0.74,0.42
2012-11-16,18:00h,505,22,483,4,0,Saturday,1,1,0.34,0.53
2012-05-26,16:00h,504,261,243,2,0,Sunday,0,1,0.78,0.55
2012-07-22,12:00h,504,178,326,3,0,Monday,0,2,0.7,0.7
2012-05-02,19:00h,504,43,461,2,0,Thursday,1,1,0.54,0.77
2011-06-28,18:00h,504,68,436,3,0,Wednesday,1,3,0.8,0.55
2012-09-01,13:00h,504,237,267,3,0,Sunday,0,2,0.82,0.52
2012-11-11,11:00h,504,180,324,4,0,Monday,0,1,0.46,0.59
2012-11-04,12:00h,504,150,354,4,0,Monday,0,1,0.38,0.46
2011-08-23,8:00h,504,43,461,3,0,Wednesday,1,2,0.62,0.5
2012-07-05,19:00h,503,128,375,3,0,Friday,1,2,0.88,0.39
2012-09-21,7:00h,503,35,468,3,0,Saturday,1,1,0.52,0.77
2012-05-11,19:00h,503,73,430,2,0,Saturday,1,1,0.64,0.23
2012-03-18,12:00h,503,222,281,1,0,Monday,0,2,0.44,0.88
2012-09-02,17:00h,503,219,284,3,0,Monday,0,1,0.76,0.66
2012-04-08,14:00h,503,254,249,2,0,Monday,0,1,0.6,0.18
2012-06-11,7:00h,503,25,478,2,0,Tuesday,1,1,0.64,0.78
2012-12-04,7:00h,502,7,495,4,0,Wednesday,1,1,0.42,0.88
2012-05-05,17:00h,502,204,298,2,0,Sunday,0,2,0.68,0.65
2012-06-10,12:00h,502,173,329,2,0,Monday,0,1,0.82,0.3
2012-08-07,7:00h,502,21,481,3,0,Wednesday,1,2,0.7,0.74
2012-07-04,22:00h,502,175,327,3,1,Thursday,0,1,0.82,0.56
2012-05-20,15:00h,502,246,256,2,0,Monday,0,2,0.7,0.39
2011-06-03,8:00h,502,31,471,2,0,Saturday,1,2,0.56,0.43
2012-01-31,18:00h,502,16,486,1,0,Wednesday,1,1,0.54,0.24
2012-09-28,16:00h,502,83,419,4,0,Saturday,1,2,0.66,0.5
2012-03-11,14:00h,501,212,289,1,0,Monday,0,1,0.46,0.31
2012-03-06,8:00h,501,14,487,1,0,Wednesday,1,1,0.16,0.59
2012-05-28,16:00h,501,223,278,2,1,Tuesday,0,1,0.82,0.56
2012-03-09,8:00h,501,17,484,1,0,Saturday,1,2,0.34,0.42
2012-05-27,16:00h,501,258,243,2,0,Monday,0,1,0.78,0.52
2012-11-10,17:00h,501,183,318,4,0,Sunday,0,1,0.5,0.45
2012-07-29,15:00h,501,195,306,3,0,Monday,0,1,0.8,0.43
2012-09-05,7:00h,500,11,489,3,0,Thursday,1,2,0.7,0.79
2012-10-05,19:00h,500,67,433,4,0,Saturday,1,1,0.62,0.73
2012-06-10,14:00h,500,186,314,2,0,Monday,0,1,0.84,0.3
2012-09-03,16:00h,500,165,335,3,1,Tuesday,0,1,0.74,0.7
2012-09-02,18:00h,500,227,273,3,0,Monday,0,1,0.74,0.74
2011-10-09,14:00h,500,272,228,4,0,Monday,0,1,0.68,0.47
2012-08-08,20:00h,500,76,424,3,0,Thursday,1,1,0.74,0.66
2012-11-27,8:00h,500,6,494,4,0,Wednesday,1,3,0.32,0.81
2012-05-13,15:00h,499,190,309,2,0,Monday,0,1,0.72,0.45
2012-07-14,12:00h,499,181,318,3,0,Sunday,0,2,0.74,0.66
2012-02-18,15:00h,499,229,270,1,0,Sunday,0,1,0.42,0.41
2011-04-30,15:00h,499,217,282,2,0,Sunday,0,1,0.56,0.37
2011-11-08,17:00h,499,40,459,4,0,Wednesday,1,1,0.52,0.43
2011-10-18,8:00h,499,25,474,4,0,Wednesday,1,1,0.5,0.77
2012-10-25,16:00h,499,92,407,4,0,Friday,1,1,0.6,0.69
2011-04-25,18:00h,499,74,425,2,0,Tuesday,1,1,0.68,0.57
2012-07-27,16:00h,499,80,419,3,0,Saturday,1,1,0.84,0.47
2012-06-21,19:00h,499,84,415,3,0,Friday,1,1,0.88,0.39
2012-07-04,13:00h,499,177,322,3,1,Thursday,0,1,0.9,0.35
2012-06-10,11:00h,499,184,315,2,0,Monday,0,1,0.76,0.45
2012-01-11,8:00h,499,11,488,1,0,Thursday,1,1,0.2,0.82
2012-08-11,11:00h,499,203,296,3,0,Sunday,0,1,0.74,0.66
2012-09-03,17:00h,498,181,317,3,1,Tuesday,0,1,0.74,0.7
2012-03-11,17:00h,498,199,299,1,0,Monday,0,1,0.52,0.27
2012-02-16,8:00h,498,9,489,1,0,Friday,1,2,0.3,0.7
2011-09-01,8:00h,498,31,467,3,0,Friday,1,1,0.62,0.73
2011-11-03,17:00h,498,33,465,4,0,Friday,1,1,0.48,0.55
2011-06-15,8:00h,498,53,445,2,0,Thursday,1,1,0.58,0.53
2012-07-28,13:00h,498,173,325,3,0,Sunday,0,1,0.86,0.41
2012-12-07,18:00h,498,25,473,4,0,Saturday,1,2,0.38,0.71
2012-05-27,13:00h,498,270,228,2,0,Monday,0,1,0.76,0.58
2012-11-06,18:00h,497,20,477,4,0,Wednesday,1,1,0.32,0.57
2012-07-11,7:00h,497,26,471,3,0,Thursday,1,2,0.66,0.83
2012-07-28,15:00h,497,206,291,3,0,Sunday,0,1,0.88,0.32
2012-10-08,17:00h,497,81,416,4,1,Tuesday,0,2,0.42,0.66
2011-07-20,18:00h,497,68,429,3,0,Thursday,1,1,0.84,0.59
2012-07-03,19:00h,497,66,431,3,0,Wednesday,1,2,0.84,0.36
2011-07-16,13:00h,497,221,276,3,0,Sunday,0,1,0.76,0.45
2012-10-03,20:00h,497,48,449,4,0,Thursday,1,1,0.7,0.65
2012-10-04,16:00h,497,86,411,4,0,Friday,1,1,0.7,0.54
2012-11-09,18:00h,496,46,450,4,0,Saturday,1,1,0.42,0.44
2011-07-05,18:00h,496,70,426,3,0,Wednesday,1,1,0.8,0.55
2012-06-03,18:00h,496,153,343,2,0,Monday,0,1,0.7,0.34
2012-09-09,19:00h,496,134,362,3,0,Monday,0,1,0.66,0.36
2011-07-15,18:00h,496,102,394,3,0,Saturday,1,1,0.72,0.45
2011-10-08,15:00h,496,262,234,4,0,Sunday,0,1,0.66,0.39
2012-09-25,16:00h,495,59,436,4,0,Wednesday,1,1,0.66,0.39
2012-10-25,7:00h,495,18,477,4,0,Friday,1,2,0.52,0.88
2012-07-18,7:00h,495,23,472,3,0,Thursday,1,1,0.74,0.66
2012-12-17,17:00h,495,17,478,4,0,Tuesday,1,2,0.4,0.94
2012-10-06,18:00h,495,183,312,4,0,Sunday,0,1,0.52,0.48
2012-06-09,17:00h,495,238,257,2,0,Sunday,0,1,0.84,0.24
2011-10-03,17:00h,495,40,455,4,0,Tuesday,1,2,0.4,0.76
2012-07-26,7:00h,495,17,478,3,0,Friday,1,1,0.7,0.74
2012-04-07,11:00h,495,251,244,2,0,Sunday,0,1,0.44,0.24
2012-09-09,10:00h,495,172,323,3,0,Monday,0,1,0.64,0.57
2012-01-12,17:00h,495,23,472,1,0,Friday,1,1,0.46,0.63
2011-05-31,17:00h,495,67,428,2,0,Wednesday,1,1,0.84,0.53
2012-07-15,16:00h,495,152,343,3,0,Monday,0,1,0.86,0.41
2012-04-02,19:00h,494,66,428,2,0,Tuesday,1,1,0.5,0.27
2011-05-26,17:00h,494,49,445,2,0,Friday,1,1,0.8,0.46
2012-07-28,14:00h,494,186,308,3,0,Sunday,0,1,0.86,0.39
2012-07-04,12:00h,494,164,330,3,1,Thursday,0,1,0.86,0.41
2012-06-23,10:00h,494,177,317,3,0,Sunday,0,1,0.74,0.55
2011-10-20,17:00h,494,56,438,4,0,Friday,1,2,0.48,0.48
2012-04-04,19:00h,494,75,419,2,0,Thursday,1,1,0.66,0.39
2012-10-14,11:00h,494,156,338,4,0,Monday,0,1,0.56,0.52
2012-11-04,13:00h,493,122,371,4,0,Monday,0,1,0.4,0.43
2012-01-30,8:00h,493,12,481,1,0,Tuesday,1,1,0.2,0.47
2012-09-02,13:00h,493,263,230,3,0,Monday,0,3,0.72,0.74
2011-08-30,8:00h,493,34,459,3,0,Wednesday,1,1,0.62,0.57
2012-11-11,17:00h,493,151,342,4,0,Monday,0,1,0.54,0.45
2012-09-04,7:00h,493,13,480,3,0,Wednesday,1,2,0.68,0.89
2012-08-29,16:00h,493,104,389,3,0,Thursday,1,1,0.76,0.37
2012-10-12,19:00h,493,40,453,4,0,Saturday,1,1,0.42,0.41
2011-05-21,12:00h,493,222,271,2,0,Sunday,0,1,0.66,0.5
2012-06-02,10:00h,493,145,348,2,0,Sunday,0,1,0.6,0.53
2012-07-13,16:00h,492,111,381,3,0,Saturday,1,2,0.8,0.36
2012-04-20,19:00h,492,82,410,2,0,Saturday,1,1,0.6,0.53
2012-03-25,16:00h,492,153,339,2,0,Monday,0,1,0.48,0.77
2012-08-10,19:00h,492,98,394,3,0,Saturday,1,1,0.76,0.62
2011-09-20,18:00h,492,39,453,3,0,Wednesday,1,1,0.6,0.83
2012-08-15,7:00h,492,25,467,3,0,Thursday,1,2,0.66,0.69
2012-05-24,19:00h,492,76,416,2,0,Friday,1,1,0.7,0.61
2012-08-04,17:00h,492,179,313,3,0,Sunday,0,1,0.88,0.37
2012-06-10,13:00h,492,204,288,2,0,Monday,0,1,0.84,0.28
2011-07-01,8:00h,492,39,453,3,0,Saturday,1,1,0.7,0.42
2012-09-17,7:00h,492,18,474,3,0,Tuesday,1,1,0.52,0.77
2012-08-03,16:00h,492,112,380,3,0,Saturday,1,2,0.86,0.41
2011-08-03,18:00h,492,49,443,3,0,Thursday,1,3,0.7,0.84
2012-09-01,11:00h,492,219,273,3,0,Sunday,0,2,0.8,0.55
2012-10-28,12:00h,491,118,373,4,0,Monday,0,2,0.48,0.59
2012-08-17,19:00h,491,88,403,3,0,Saturday,1,2,0.74,0.55
2011-08-28,16:00h,491,196,295,3,0,Monday,0,1,0.8,0.36
2012-06-12,19:00h,491,47,444,2,0,Wednesday,1,1,0.68,0.83
2011-05-13,17:00h,491,62,429,2,0,Saturday,1,3,0.52,0.88
2012-03-25,18:00h,491,202,289,2,0,Monday,0,1,0.5,0.72
2012-08-05,12:00h,491,161,330,3,0,Monday,0,1,0.86,0.47
2011-05-27,17:00h,491,77,414,2,0,Saturday,1,1,0.74,0.58
2012-08-12,18:00h,491,164,327,3,0,Monday,0,1,0.78,0.35
2012-09-13,16:00h,491,85,406,3,0,Friday,1,1,0.72,0.39
2012-10-21,17:00h,491,153,338,4,0,Monday,0,1,0.52,0.39
2012-01-24,8:00h,490,11,479,1,0,Wednesday,1,2,0.32,0.93
2012-04-06,14:00h,490,240,250,2,0,Saturday,1,1,0.48,0.29
2012-09-16,10:00h,490,160,330,3,0,Monday,0,1,0.62,0.5
2012-08-04,18:00h,490,169,321,3,0,Sunday,0,1,0.86,0.41
2012-06-10,18:00h,490,164,326,2,0,Monday,0,1,0.82,0.38
2012-08-04,15:00h,489,205,284,3,0,Sunday,0,1,0.88,0.42
2012-09-02,11:00h,489,226,263,3,0,Monday,0,2,0.74,0.7
2012-07-15,12:00h,489,153,336,3,0,Monday,0,1,0.84,0.47
2011-05-18,18:00h,489,58,431,2,0,Thursday,1,1,0.6,0.73
2012-09-23,10:00h,489,138,351,4,0,Monday,0,1,0.54,0.45
2011-11-14,18:00h,489,29,460,4,0,Tuesday,1,1,0.56,0.56
2011-05-26,8:00h,489,31,458,2,0,Friday,1,2,0.66,0.83
2011-08-26,17:00h,489,56,433,3,0,Saturday,1,1,0.74,0.74
2012-01-18,8:00h,489,15,474,1,0,Thursday,1,1,0.3,0.52
2012-07-15,15:00h,489,182,307,3,0,Monday,0,1,0.86,0.47
2012-08-18,19:00h,488,164,324,3,0,Sunday,0,1,0.7,0.45
2012-07-13,19:00h,488,103,385,3,0,Saturday,1,1,0.74,0.51
2012-09-10,16:00h,488,108,380,3,0,Tuesday,1,1,0.66,0.34
2011-07-13,17:00h,488,70,418,3,0,Thursday,1,1,0.7,0.79
2012-04-18,17:00h,488,46,442,2,0,Thursday,1,2,0.42,0.77
2012-08-17,16:00h,488,116,372,3,0,Saturday,1,2,0.84,0.32
2012-02-03,17:00h,488,30,458,1,0,Saturday,1,1,0.4,0.37
2012-05-31,16:00h,487,103,384,2,0,Friday,1,1,0.76,0.33
2012-03-11,15:00h,487,201,286,1,0,Monday,0,1,0.5,0.29
2012-07-28,12:00h,487,157,330,3,0,Sunday,0,1,0.84,0.41
2012-05-01,19:00h,487,58,429,2,0,Wednesday,1,1,0.7,0.54
2012-07-28,16:00h,487,208,279,3,0,Sunday,0,1,0.86,0.39
2012-02-15,17:00h,487,17,470,1,0,Thursday,1,1,0.42,0.38
2012-04-05,19:00h,487,64,423,2,0,Friday,1,1,0.48,0.31
2011-08-17,8:00h,487,35,452,3,0,Thursday,1,1,0.7,0.54
2012-06-24,15:00h,487,197,290,3,0,Monday,0,1,0.86,0.28
2012-04-29,18:00h,487,164,323,2,0,Monday,0,1,0.6,0.26
2011-05-19,8:00h,487,34,453,2,0,Friday,1,2,0.52,0.88
2012-08-01,7:00h,487,19,468,3,0,Thursday,1,2,0.64,0.83
2012-09-17,19:00h,486,51,435,3,0,Tuesday,1,2,0.62,0.73
2011-06-14,8:00h,486,45,441,2,0,Wednesday,1,1,0.58,0.49
2012-04-08,15:00h,486,260,226,2,0,Monday,0,1,0.62,0.17
2011-10-31,17:00h,486,44,442,4,0,Tuesday,1,1,0.42,0.54
2012-09-07,7:00h,486,21,465,3,0,Saturday,1,1,0.64,0.89
2011-10-24,18:00h,486,58,428,4,0,Tuesday,1,1,0.54,0.6
2012-12-08,12:00h,486,122,364,4,0,Sunday,0,2,0.4,0.87
2011-07-14,8:00h,486,53,433,3,0,Friday,1,1,0.64,0.5
2011-06-01,17:00h,486,52,434,2,0,Thursday,1,1,0.86,0.47
2012-06-25,7:00h,485,30,455,3,0,Tuesday,1,1,0.66,0.74
2012-07-04,11:00h,485,164,321,3,1,Thursday,0,1,0.82,0.46
2011-07-25,17:00h,485,48,437,3,0,Tuesday,1,1,0.72,0.74
2012-04-03,16:00h,485,145,340,2,0,Wednesday,1,1,0.62,0.21
2011-10-08,13:00h,485,256,229,4,0,Sunday,0,1,0.62,0.46
2011-11-09,17:00h,485,27,458,4,0,Thursday,1,1,0.46,0.63
2012-02-09,8:00h,484,11,473,1,0,Friday,1,1,0.2,0.64
2012-12-01,15:00h,484,113,371,4,0,Sunday,0,2,0.4,0.62
2011-08-25,8:00h,484,23,461,3,0,Friday,1,2,0.7,0.74
2012-04-06,18:00h,484,104,380,2,0,Saturday,1,1,0.5,0.22
2012-07-25,16:00h,484,91,393,3,0,Thursday,1,1,0.8,0.29
2012-05-18,19:00h,483,91,392,2,0,Saturday,1,1,0.62,0.41
2012-04-08,13:00h,483,229,254,2,0,Monday,0,1,0.58,0.23
2012-07-03,7:00h,483,21,462,3,0,Wednesday,1,1,0.74,0.58
2011-07-28,18:00h,483,55,428,3,0,Friday,1,1,0.84,0.56
2011-08-15,18:00h,483,70,413,3,0,Tuesday,1,1,0.7,0.65
2012-07-11,20:00h,483,73,410,3,0,Thursday,1,1,0.74,0.51
2012-07-16,7:00h,483,24,459,3,0,Tuesday,1,1,0.72,0.7
2012-10-01,7:00h,483,13,470,4,0,Tuesday,1,1,0.44,0.77
2012-06-23,15:00h,483,217,266,3,0,Sunday,0,1,0.84,0.3
2012-07-29,13:00h,483,181,302,3,0,Monday,0,1,0.8,0.49
2012-05-30,7:00h,483,14,469,2,0,Thursday,1,3,0.6,0.78
2011-09-11,16:00h,483,180,303,3,0,Monday,0,1,0.72,0.51
2012-09-06,7:00h,482,21,461,3,0,Friday,1,2,0.7,0.84
2012-04-24,19:00h,482,33,449,2,0,Wednesday,1,1,0.5,0.18
2012-09-03,18:00h,482,145,337,3,1,Tuesday,0,1,0.74,0.66
2011-09-16,18:00h,482,55,427,3,0,Saturday,1,2,0.52,0.52
2012-11-27,18:00h,482,13,469,4,0,Wednesday,1,1,0.26,0.81
2012-08-08,7:00h,482,24,458,3,0,Thursday,1,2,0.7,0.84
2012-10-23,19:00h,482,25,457,4,0,Wednesday,1,1,0.62,0.57
2012-04-21,10:00h,482,183,299,2,0,Sunday,0,1,0.6,0.64
2012-08-30,16:00h,482,77,405,3,0,Friday,1,1,0.8,0.43
2012-08-25,14:00h,482,150,332,3,0,Sunday,0,3,0.66,0.65
2012-04-23,8:00h,482,11,471,2,0,Tuesday,1,2,0.3,0.75
2012-08-26,11:00h,482,150,332,3,0,Monday,0,1,0.74,0.66
2012-04-14,18:00h,481,197,284,2,0,Sunday,0,2,0.62,0.35
2011-04-21,17:00h,481,79,402,2,0,Friday,1,1,0.5,0.29
2012-09-16,18:00h,481,120,361,3,0,Monday,0,1,0.62,0.5
2012-10-11,16:00h,481,68,413,4,0,Friday,1,1,0.5,0.36
2012-07-28,18:00h,481,151,330,3,0,Sunday,0,1,0.82,0.43
2011-06-08,8:00h,481,46,435,2,0,Thursday,1,1,0.76,0.58
2012-08-23,7:00h,481,18,463,3,0,Friday,1,2,0.62,0.83
2011-10-14,17:00h,481,55,426,4,0,Saturday,1,1,0.58,0.46
2012-06-23,18:00h,481,194,287,3,0,Sunday,0,1,0.82,0.26
2012-07-15,13:00h,480,171,309,3,0,Monday,0,1,0.86,0.41
2012-08-28,16:00h,480,84,396,3,0,Wednesday,1,1,0.82,0.33
2012-08-18,10:00h,480,166,314,3,0,Sunday,0,1,0.7,0.54
2011-11-04,17:00h,480,42,438,4,0,Saturday,1,1,0.42,0.38
2012-06-19,7:00h,480,18,462,2,0,Wednesday,1,2,0.6,0.78
2011-05-17,18:00h,480,54,426,2,0,Wednesday,1,1,0.6,0.69
2011-11-15,8:00h,480,27,453,4,0,Wednesday,1,2,0.54,0.68
2011-09-10,15:00h,480,217,263,3,0,Sunday,0,1,0.74,0.55
2012-07-28,17:00h,479,199,280,3,0,Sunday,0,1,0.82,0.46
2012-03-13,19:00h,479,50,429,1,0,Wednesday,1,1,0.64,0.47
2012-05-31,20:00h,479,88,391,2,0,Friday,1,1,0.68,0.44
2012-08-01,16:00h,479,93,386,3,0,Thursday,1,1,0.8,0.55
2012-04-10,19:00h,479,51,428,2,0,Wednesday,1,1,0.52,0.2
2012-10-27,10:00h,479,165,314,4,0,Sunday,0,1,0.54,0.73
2012-04-15,18:00h,479,184,295,2,0,Monday,0,1,0.7,0.42
2012-12-01,14:00h,479,110,369,4,0,Sunday,0,2,0.36,0.71
2011-10-13,17:00h,479,47,432,4,0,Friday,1,3,0.62,0.83
2011-11-02,18:00h,479,31,448,4,0,Thursday,1,1,0.42,0.71
2012-09-30,10:00h,479,160,319,4,0,Monday,0,1,0.58,0.46
2011-05-26,18:00h,478,74,404,2,0,Friday,1,1,0.8,0.46
2012-08-09,20:00h,478,91,387,3,0,Friday,1,1,0.7,0.54
2012-10-11,7:00h,478,11,467,4,0,Friday,1,1,0.36,0.5
2011-11-30,8:00h,478,13,465,4,0,Thursday,1,1,0.28,0.81
2012-06-07,20:00h,478,76,402,2,0,Friday,1,1,0.66,0.36
2012-09-15,19:00h,478,169,309,3,0,Sunday,0,1,0.62,0.41
2012-10-03,16:00h,478,42,436,4,0,Thursday,1,2,0.72,0.58
2012-05-13,17:00h,478,191,287,2,0,Monday,0,1,0.7,0.45
2011-12-01,8:00h,477,15,462,4,0,Friday,1,1,0.26,0.6
2011-06-07,8:00h,477,45,432,2,0,Wednesday,1,2,0.68,0.61
2012-08-21,19:00h,476,56,420,3,0,Wednesday,1,3,0.62,0.73
2012-10-15,7:00h,476,15,461,4,0,Tuesday,1,2,0.58,0.68
2012-07-15,14:00h,476,162,314,3,0,Monday,0,1,0.9,0.37
2012-04-08,16:00h,476,232,244,2,0,Monday,0,1,0.64,0.19
2012-05-28,11:00h,476,254,222,2,1,Tuesday,0,1,0.72,0.66
2012-11-17,12:00h,476,117,359,4,0,Sunday,0,1,0.4,0.4
2012-01-06,17:00h,476,20,456,1,0,Saturday,1,1,0.46,0.36
2011-06-13,8:00h,476,44,432,2,0,Tuesday,1,1,0.58,0.49
2012-08-09,7:00h,475,24,451,3,0,Friday,1,2,0.7,0.84
2012-12-20,17:00h,475,25,450,4,0,Friday,1,2,0.34,0.66
2012-06-10,15:00h,475,159,316,2,0,Monday,0,1,0.84,0.3
2011-07-16,17:00h,475,234,241,3,0,Sunday,0,1,0.76,0.45
2012-06-25,20:00h,475,100,375,3,0,Tuesday,1,1,0.72,0.3
2012-05-17,7:00h,474,25,449,2,0,Friday,1,1,0.54,0.73
2012-05-20,18:00h,474,146,328,2,0,Monday,0,1,0.7,0.51
2012-08-23,20:00h,474,70,404,3,0,Friday,1,1,0.7,0.61
2012-09-02,16:00h,474,222,252,3,0,Monday,0,1,0.74,0.7
2012-09-22,10:00h,474,124,350,3,0,Sunday,0,1,0.66,0.65
2012-06-18,8:00h,474,27,447,2,0,Tuesday,1,2,0.54,0.83
2012-12-02,14:00h,473,142,331,4,0,Monday,0,1,0.44,0.62
2012-06-05,16:00h,473,91,382,2,0,Wednesday,1,1,0.6,0.43
2011-10-10,18:00h,473,108,365,4,1,Tuesday,0,2,0.64,0.53
2012-10-13,18:00h,473,174,299,4,0,Sunday,0,1,0.46,0.44
2011-05-20,18:00h,473,79,394,2,0,Saturday,1,1,0.6,0.56
2012-07-19,7:00h,473,23,450,3,0,Friday,1,1,0.74,0.58
2012-08-02,7:00h,473,21,452,3,0,Friday,1,1,0.7,0.79
2011-07-11,18:00h,472,57,415,3,0,Tuesday,1,1,0.86,0.53
2012-08-04,14:00h,472,183,289,3,0,Sunday,0,1,0.88,0.4
2012-03-14,19:00h,472,70,402,1,0,Thursday,1,1,0.64,0.33
2011-07-17,13:00h,472,200,272,3,0,Monday,0,1,0.8,0.49
2012-09-29,10:00h,472,134,338,4,0,Sunday,0,1,0.54,0.56
2012-12-21,8:00h,472,8,464,1,0,Saturday,1,2,0.32,0.57
2012-03-23,15:00h,472,191,281,2,0,Saturday,1,2,0.72,0.42
2011-10-15,14:00h,472,242,230,4,0,Sunday,0,1,0.6,0.33
2011-08-23,17:00h,472,133,339,3,0,Wednesday,1,1,0.72,0.34
2011-11-02,8:00h,472,20,452,4,0,Thursday,1,1,0.32,0.87
2012-09-27,16:00h,472,73,399,4,0,Friday,1,2,0.72,0.58
2012-10-26,19:00h,471,72,399,4,0,Saturday,1,2,0.54,0.83
2011-05-21,16:00h,471,204,267,2,0,Sunday,0,2,0.72,0.39
2012-01-10,8:00h,471,6,465,1,0,Wednesday,1,2,0.18,0.93
2012-09-01,12:00h,471,187,284,3,0,Sunday,0,2,0.8,0.55
2012-03-23,12:00h,471,199,272,2,0,Saturday,1,2,0.66,0.61
2012-12-03,19:00h,471,27,444,4,0,Tuesday,1,1,0.5,0.68
2012-04-30,19:00h,471,51,420,2,0,Tuesday,1,2,0.54,0.64
2012-06-30,12:00h,471,143,328,3,0,Sunday,0,1,0.88,0.3
2012-08-30,20:00h,471,68,403,3,0,Friday,1,1,0.74,0.58
2012-09-12,20:00h,470,38,432,3,0,Thursday,1,1,0.62,0.57
2011-05-06,18:00h,470,85,385,2,0,Saturday,1,3,0.54,0.52
2012-03-09,18:00h,470,30,440,1,0,Saturday,1,1,0.44,0.26
2012-01-25,17:00h,470,27,443,1,0,Thursday,1,1,0.36,0.53
2012-10-05,15:00h,470,150,320,4,0,Saturday,1,1,0.72,0.39
2012-09-07,16:00h,470,75,395,3,0,Saturday,1,1,0.8,0.55
2012-09-29,19:00h,470,119,351,4,0,Sunday,0,1,0.52,0.55
2012-08-04,11:00h,470,155,315,3,0,Sunday,0,1,0.86,0.47
2011-10-09,16:00h,470,223,247,4,0,Monday,0,1,0.66,0.5
2012-06-28,20:00h,470,71,399,3,0,Friday,1,1,0.82,0.34
2011-10-20,18:00h,469,39,430,4,0,Friday,1,2,0.46,0.51
2012-07-30,7:00h,469,14,455,3,0,Tuesday,1,1,0.7,0.79
2012-11-21,16:00h,469,59,410,4,0,Thursday,1,1,0.44,0.33
2012-02-24,8:00h,469,17,452,1,0,Saturday,1,2,0.38,0.76
2011-08-28,15:00h,469,155,314,3,0,Monday,0,1,0.78,0.43
2012-08-03,19:00h,469,81,388,3,0,Saturday,1,2,0.8,0.63
2012-11-17,16:00h,469,144,325,4,0,Sunday,0,1,0.4,0.4
2011-06-18,16:00h,468,193,275,2,0,Sunday,0,2,0.76,0.52
2011-07-28,17:00h,468,45,423,3,0,Friday,1,1,0.84,0.53
2011-08-24,8:00h,468,32,436,3,0,Thursday,1,1,0.62,0.69
2012-09-26,16:00h,468,71,397,4,0,Thursday,1,1,0.74,0.45
2012-03-29,19:00h,468,47,421,2,0,Friday,1,1,0.48,0.39
2012-10-05,12:00h,468,161,307,4,0,Saturday,1,1,0.72,0.42
2011-11-28,17:00h,468,24,444,4,0,Tuesday,1,1,0.58,0.56
2012-05-23,7:00h,468,16,452,2,0,Thursday,1,1,0.58,0.83
2012-02-15,18:00h,468,9,459,1,0,Thursday,1,1,0.4,0.4
2012-06-15,19:00h,467,98,369,2,0,Saturday,1,1,0.7,0.42
2011-10-05,8:00h,467,26,441,4,0,Thursday,1,1,0.52,0.63
2011-06-02,8:00h,467,25,442,2,0,Friday,1,1,0.7,0.32
2012-08-21,16:00h,467,109,358,3,0,Wednesday,1,1,0.76,0.37
2012-10-19,8:00h,467,20,447,4,0,Saturday,1,2,0.54,0.94
2011-08-31,8:00h,467,27,440,3,0,Thursday,1,1,0.62,0.69
2012-03-03,16:00h,467,167,300,1,0,Sunday,0,1,0.5,0.27
2011-12-14,8:00h,467,9,458,4,0,Thursday,1,2,0.26,0.87
2012-08-10,16:00h,467,96,371,3,0,Saturday,1,1,0.78,0.55
2012-12-13,18:00h,466,20,446,4,0,Friday,1,1,0.32,0.42
2011-08-05,18:00h,466,105,361,3,0,Saturday,1,1,0.76,0.52
2012-11-10,11:00h,466,143,323,4,0,Sunday,0,1,0.4,0.58
2011-11-08,8:00h,466,11,455,4,0,Wednesday,1,1,0.32,0.93
2011-10-16,16:00h,466,177,289,4,0,Monday,0,1,0.6,0.46
