,Season,Month,Hour (24hr),Weekday,Work Day Status,Weather Situation,Unregistered Users,Registered Users,Total User Count
4116,Summer,June,10,Saturday,0,1,99,203,302
4117,Summer,June,11,Saturday,0,1,122,209,331
4118,Summer,June,12,Saturday,0,1,140,252,392
4119,Summer,June,13,Saturday,0,1,140,231,371
4120,Summer,June,14,Saturday,0,1,151,232,383
4121,Summer,June,15,Saturday,0,1,157,235,392
4122,Summer,June,16,Saturday,0,1,175,235,410
4123,Summer,June,17,Saturday,0,1,152,247,399
4124,Summer,June,18,Saturday,0,1,108,199,307
4125,Summer,June,19,Saturday,0,1,121,254,375
4126,Summer,June,20,Saturday,0,1,74,195,269
4127,Summer,June,21,Saturday,0,1,62,140,202
4128,Summer,June,22,Saturday,0,1,61,126,187
4129,Summer,June,23,Saturday,0,2,49,130,179
4130,Summer,June,0,Sunday,0,1,30,85,115
4131,Summer,June,1,Sunday,0,1,17,73,90
4132,Summer,June,2,Sunday,0,1,17,70,87
4133,Summer,June,3,Sunday,0,1,12,22,34
4134,Summer,June,4,Sunday,0,1,3,8,11
4135,Summer,June,5,Sunday,0,1,3,9,12
4136,Summer,June,6,Sunday,0,1,7,13,20
4137,Summer,June,7,Sunday,0,1,24,27,51
4138,Summer,June,8,Sunday,0,1,29,78,107
4139,Summer,June,9,Sunday,0,1,75,131,206
4140,Summer,June,10,Sunday,0,1,136,196,332
4141,Summer,June,11,Sunday,0,1,127,219,346
4142,Summer,June,12,Sunday,0,1,175,268,443
4143,Summer,June,13,Sunday,0,1,197,245,442
4144,Summer,June,14,Sunday,0,1,197,246,443
4145,Summer,June,15,Sunday,0,1,174,229,403
4146,Summer,June,16,Sunday,0,1,177,278,455
4147,Summer,June,17,Sunday,0,2,178,243,421
4148,Summer,June,18,Sunday,0,2,117,265,382
4149,Summer,June,19,Sunday,0,2,89,228,317
4150,Summer,June,20,Sunday,0,2,55,158,213
4151,Summer,June,21,Sunday,0,2,48,135,183
4152,Summer,June,22,Sunday,0,1,19,95,114
4153,Summer,June,23,Sunday,0,1,14,64,78
4154,Summer,June,0,Monday,1,3,7,25,32
4155,Summer,June,1,Monday,1,2,4,11,15
4156,Summer,June,2,Monday,1,3,3,3,6
4157,Summer,June,3,Monday,1,3,0,2,2
4158,Summer,June,4,Monday,1,2,1,8,9
4159,Summer,June,5,Monday,1,2,1,21,22
4160,Summer,June,6,Monday,1,2,4,90,94
4161,Summer,June,7,Monday,1,2,14,247,261
4162,Summer,June,8,Monday,1,1,29,418,447
4163,Summer,June,9,Monday,1,2,37,150,187
4164,Summer,June,10,Monday,1,2,55,95,150
4165,Summer,June,11,Monday,1,2,55,95,150
4166,Summer,June,12,Monday,1,2,40,130,170
4167,Summer,June,13,Monday,1,2,37,127,164
4168,Summer,June,14,Monday,1,2,58,100,158
4169,Summer,June,15,Monday,1,2,76,126,202
4170,Summer,June,16,Monday,1,1,53,222,275
4171,Summer,June,17,Monday,1,1,90,514,604
4172,Summer,June,18,Monday,1,1,79,512,591
4173,Summer,June,19,Monday,1,1,56,340,396
4174,Summer,June,20,Monday,1,1,54,251,305
4175,Summer,June,21,Monday,1,1,52,190,242
4176,Summer,June,22,Monday,1,1,33,112,145
4177,Summer,June,23,Monday,1,1,16,65,81
4178,Summer,June,0,Tuesday,1,2,5,25,30
4179,Summer,June,1,Tuesday,1,1,5,8,13
4180,Summer,June,2,Tuesday,1,2,2,9,11
4181,Summer,June,3,Tuesday,1,2,0,2,2
4182,Summer,June,4,Tuesday,1,1,1,7,8
4183,Summer,June,5,Tuesday,1,1,1,20,21
4184,Summer,June,6,Tuesday,1,1,7,117,124
4185,Summer,June,7,Tuesday,1,1,27,320,347
4186,Summer,June,8,Tuesday,1,1,39,417,456
4187,Summer,June,9,Tuesday,1,1,38,208,246
4188,Summer,June,10,Tuesday,1,1,45,112,157
4189,Summer,June,11,Tuesday,1,1,49,118,167
4190,Summer,June,12,Tuesday,1,1,41,161,202
4191,Summer,June,13,Tuesday,1,1,33,156,189
4192,Summer,June,14,Tuesday,1,1,43,117,160
4193,Summer,June,15,Tuesday,1,1,39,127,166
4194,Summer,June,16,Tuesday,1,1,41,220,261
4195,Summer,June,17,Tuesday,1,3,70,509,579
4196,Summer,June,18,Tuesday,1,3,68,436,504
4197,Summer,June,19,Tuesday,1,2,44,255,299
4198,Summer,June,20,Tuesday,1,1,50,246,296
4199,Summer,June,21,Tuesday,1,1,31,164,195
4200,Summer,June,22,Tuesday,1,1,30,104,134
4201,Summer,June,23,Tuesday,1,1,23,58,81
4202,Summer,June,0,Wednesday,1,2,11,25,36
4203,Summer,June,1,Wednesday,1,1,10,18,28
4204,Summer,June,2,Wednesday,1,1,7,9,16
4205,Summer,June,3,Wednesday,1,2,2,3,5
4206,Summer,June,4,Wednesday,1,1,0,5,5
4207,Summer,June,5,Wednesday,1,1,3,19,22
4208,Summer,June,6,Wednesday,1,1,12,104,116
4209,Summer,June,7,Wednesday,1,1,18,318,336
4210,Summer,June,8,Wednesday,1,1,41,499,540
4211,Summer,June,9,Wednesday,1,1,32,189,221
4212,Summer,June,10,Wednesday,1,1,31,95,126
4213,Summer,June,11,Wednesday,1,1,53,117,170
4214,Summer,June,12,Wednesday,1,1,55,188,243
4215,Summer,June,13,Wednesday,1,1,45,186,231
4216,Summer,June,14,Wednesday,1,1,50,138,188
4217,Summer,June,15,Wednesday,1,1,43,146,189
4218,Summer,June,16,Wednesday,1,1,60,268,328
4219,Summer,June,17,Wednesday,1,1,78,492,570
4220,Summer,June,18,Wednesday,1,1,78,510,588
4221,Summer,June,19,Wednesday,1,1,60,341,401
4222,Summer,June,20,Wednesday,1,1,69,264,333
4223,Summer,June,21,Wednesday,1,1,26,195,221
4224,Summer,June,22,Wednesday,1,1,32,151,183
4225,Summer,June,23,Wednesday,1,1,32,97,129
4226,Summer,June,0,Thursday,1,1,15,39,54
4227,Summer,June,1,Thursday,1,1,13,19,32
4228,Summer,June,2,Thursday,1,1,2,6,8
4229,Summer,June,3,Thursday,1,1,2,7,9
4230,Summer,June,4,Thursday,1,1,2,4,6
4231,Summer,June,5,Thursday,1,1,1,24,25
4232,Summer,June,6,Thursday,1,1,4,119,123
4233,Summer,June,7,Thursday,1,1,29,291,320
4234,Summer,June,8,Thursday,1,1,44,511,555
4235,Summer,June,9,Thursday,1,1,33,227,260
4236,Summer,June,10,Thursday,1,1,35,97,132
4237,Summer,June,11,Thursday,1,1,47,122,169
4238,Summer,June,12,Thursday,1,1,50,183,233
4239,Summer,June,13,Thursday,1,1,70,162,232
4240,Summer,June,14,Thursday,1,1,46,117,163
4241,Summer,June,15,Thursday,1,1,64,176,240
4242,Summer,June,16,Thursday,1,1,63,260,323
4243,Summer,June,17,Thursday,1,1,98,496,594
4244,Summer,June,18,Thursday,1,1,114,472,586
4245,Summer,June,19,Thursday,1,1,89,366,455
4246,Summer,June,20,Thursday,1,1,55,285,340
4247,Summer,June,21,Thursday,1,1,81,242,323
4248,Summer,June,22,Thursday,1,1,43,164,207
4249,Summer,June,23,Thursday,1,1,27,99,126
4250,Summer,July,0,Friday,1,1,20,48,68
4251,Summer,July,1,Friday,1,1,15,16,31
4252,Summer,July,2,Friday,1,1,6,7,13
4253,Summer,July,3,Friday,1,1,5,6,11
4254,Summer,July,4,Friday,1,1,1,5,6
4255,Summer,July,5,Friday,1,1,3,27,30
4256,Summer,July,6,Friday,1,1,11,97,108
4257,Summer,July,7,Friday,1,1,25,218,243
4258,Summer,July,8,Friday,1,1,39,453,492
4259,Summer,July,9,Friday,1,1,58,202,260
4260,Summer,July,10,Friday,1,1,61,109,170
4261,Summer,July,11,Friday,1,1,68,146,214
4262,Summer,July,12,Friday,1,1,83,180,263
4263,Summer,July,13,Friday,1,1,83,209,292
4264,Summer,July,14,Friday,1,1,78,225,303
4265,Summer,July,15,Friday,1,1,82,299,381
4266,Summer,July,16,Friday,1,1,85,342,427
4267,Summer,July,17,Friday,1,1,99,362,461
4268,Summer,July,18,Friday,1,1,98,324,422
4269,Summer,July,19,Friday,1,1,80,238,318
4270,Summer,July,20,Friday,1,1,84,185,269
4271,Summer,July,21,Friday,1,1,69,149,218
4272,Summer,July,22,Friday,1,1,49,173,222
4273,Summer,July,23,Friday,1,1,44,96,140
4274,Summer,July,0,Saturday,0,1,31,84,115
4275,Summer,July,1,Saturday,0,1,20,58,78
4276,Summer,July,2,Saturday,0,1,9,43,52
4277,Summer,July,3,Saturday,0,1,5,21,26
4278,Summer,July,4,Saturday,0,1,3,8,11
4279,Summer,July,5,Saturday,0,1,1,13,14
4280,Summer,July,6,Saturday,0,1,11,21,32
4281,Summer,July,7,Saturday,0,1,10,35,45
4282,Summer,July,8,Saturday,0,1,38,94,132
4283,Summer,July,9,Saturday,0,1,55,124,179
4284,Summer,July,10,Saturday,0,1,103,168,271
4285,Summer,July,11,Saturday,0,1,144,213,357
4286,Summer,July,12,Saturday,0,1,142,232,374
4287,Summer,July,13,Saturday,0,1,178,226,404
4288,Summer,July,14,Saturday,0,1,177,215,392
4289,Summer,July,15,Saturday,0,1,168,163,331
4290,Summer,July,16,Saturday,0,1,206,192,398
4291,Summer,July,17,Saturday,0,1,179,170,349
4292,Summer,July,18,Saturday,0,1,193,190,383
4293,Summer,July,19,Saturday,0,1,156,149,305
4294,Summer,July,20,Saturday,0,1,136,148,284
4295,Summer,July,21,Saturday,0,1,95,137,232
4296,Summer,July,22,Saturday,0,1,78,123,201
4297,Summer,July,23,Saturday,0,1,66,88,154
4298,Summer,July,0,Sunday,0,1,47,97,144
4299,Summer,July,1,Sunday,0,2,23,55,78
4300,Summer,July,2,Sunday,0,1,19,50,69
4301,Summer,July,3,Sunday,0,3,8,25,33
4302,Summer,July,4,Sunday,0,3,3,2,5
4303,Summer,July,5,Sunday,0,3,0,1,1
4304,Summer,July,6,Sunday,0,2,0,3,3
4305,Summer,July,7,Sunday,0,2,3,22,25
4306,Summer,July,8,Sunday,0,1,39,53,92
4307,Summer,July,9,Sunday,0,1,82,99,181
4308,Summer,July,10,Sunday,0,1,131,133,264
4309,Summer,July,11,Sunday,0,1,215,175,390
4310,Summer,July,12,Sunday,0,1,198,206,404
4311,Summer,July,13,Sunday,0,1,248,173,421
4312,Summer,July,14,Sunday,0,1,225,150,375
4313,Summer,July,15,Sunday,0,1,194,182,376
4314,Summer,July,16,Sunday,0,1,195,219,414
4315,Summer,July,17,Sunday,0,3,181,177,358
4316,Summer,July,18,Sunday,0,3,74,107,181
4317,Summer,July,19,Sunday,0,2,100,83,183
4318,Summer,July,20,Sunday,0,3,83,93,176
4319,Summer,July,21,Sunday,0,2,75,92,167
4320,Summer,July,22,Sunday,0,2,69,93,162
4321,Summer,July,23,Sunday,0,1,70,77,147
4322,Summer,July,0,Monday,0,1,63,77,140
4323,Summer,July,1,Monday,0,1,43,76,119
4324,Summer,July,2,Monday,0,1,33,30,63
4325,Summer,July,3,Monday,0,1,13,13,26
4326,Summer,July,4,Monday,0,2,8,4,12
4327,Summer,July,5,Monday,0,2,1,3,4
4328,Summer,July,6,Monday,0,1,5,11,16
4329,Summer,July,7,Monday,0,1,17,19,36
4330,Summer,July,8,Monday,0,1,42,44,86
4331,Summer,July,9,Monday,0,2,142,96,238
4332,Summer,July,10,Monday,0,2,166,114,280
4333,Summer,July,11,Monday,0,2,177,172,349
4334,Summer,July,12,Monday,0,2,237,210,447
4335,Summer,July,13,Monday,0,2,242,181,423
4336,Summer,July,14,Monday,0,1,235,173,408
4337,Summer,July,15,Monday,0,1,224,184,408
4338,Summer,July,16,Monday,0,1,236,216,452
4339,Summer,July,17,Monday,0,1,240,196,436
4340,Summer,July,18,Monday,0,1,222,196,418
4341,Summer,July,19,Monday,0,2,170,205,375
4342,Summer,July,20,Monday,0,2,195,191,386
4343,Summer,July,21,Monday,0,2,195,262,457
4344,Summer,July,22,Monday,0,2,115,211,326
4345,Summer,July,23,Monday,0,2,44,94,138
4346,Summer,July,0,Tuesday,1,2,19,36,55
4347,Summer,July,1,Tuesday,1,1,15,24,39
4348,Summer,July,2,Tuesday,1,1,8,5,13
4349,Summer,July,3,Tuesday,1,1,1,7,8
4350,Summer,July,4,Tuesday,1,1,1,4,5
4351,Summer,July,5,Tuesday,1,1,1,19,20
4352,Summer,July,6,Tuesday,1,1,3,91,94
4353,Summer,July,7,Tuesday,1,1,22,248,270
4354,Summer,July,8,Tuesday,1,1,41,391,432
4355,Summer,July,9,Tuesday,1,1,50,177,227
4356,Summer,July,10,Tuesday,1,1,55,84,139
4357,Summer,July,11,Tuesday,1,1,75,97,172
4358,Summer,July,12,Tuesday,1,1,71,130,201
4359,Summer,July,13,Tuesday,1,1,67,136,203
4360,Summer,July,14,Tuesday,1,1,66,112,178
4361,Summer,July,15,Tuesday,1,1,51,111,162
4362,Summer,July,16,Tuesday,1,1,79,202,281
4363,Summer,July,17,Tuesday,1,1,79,466,545
4364,Summer,July,18,Tuesday,1,1,70,426,496
4365,Summer,July,19,Tuesday,1,1,71,297,368
4366,Summer,July,20,Tuesday,1,1,59,225,284
4367,Summer,July,21,Tuesday,1,1,77,168,245
4368,Summer,July,22,Tuesday,1,1,31,124,155
4369,Summer,July,23,Tuesday,1,1,19,54,73
4370,Summer,July,0,Wednesday,1,1,11,26,37
4371,Summer,July,1,Wednesday,1,1,4,11,15
4372,Summer,July,2,Wednesday,1,1,1,4,5
4373,Summer,July,3,Wednesday,1,1,0,6,6
4374,Summer,July,4,Wednesday,1,2,0,6,6
4375,Summer,July,5,Wednesday,1,1,5,30,35
4376,Summer,July,6,Wednesday,1,1,9,112,121
4377,Summer,July,7,Wednesday,1,2,24,288,312
4378,Summer,July,8,Wednesday,1,2,31,397,428
4379,Summer,July,9,Wednesday,1,3,31,158,189
4380,Summer,July,10,Wednesday,1,3,13,30,43
4381,Summer,July,11,Wednesday,1,2,24,103,127
4382,Summer,July,12,Wednesday,1,2,38,114,152
4383,Summer,July,13,Wednesday,1,2,33,107,140
4384,Summer,July,14,Wednesday,1,1,50,113,163
4385,Summer,July,15,Wednesday,1,1,55,130,185
4386,Summer,July,16,Wednesday,1,1,57,218,275
4387,Summer,July,17,Wednesday,1,1,79,517,596
4388,Summer,July,18,Wednesday,1,1,77,486,563
4389,Summer,July,19,Wednesday,1,1,71,323,394
4390,Summer,July,20,Wednesday,1,1,55,257,312
4391,Summer,July,21,Wednesday,1,1,66,175,241
4392,Summer,July,22,Wednesday,1,1,30,156,186
4393,Summer,July,23,Wednesday,1,1,20,78,98
4394,Summer,July,0,Thursday,1,1,6,29,35
4395,Summer,July,1,Thursday,1,1,2,14,16
4396,Summer,July,2,Thursday,1,1,1,7,8
4397,Summer,July,3,Thursday,1,1,2,2,4
4398,Summer,July,4,Thursday,1,1,0,4,4
4399,Summer,July,5,Thursday,1,1,2,30,32
4400,Summer,July,6,Thursday,1,2,11,107,118
4401,Summer,July,7,Thursday,1,2,13,279,292
4402,Summer,July,8,Thursday,1,2,28,415,443
4403,Summer,July,9,Thursday,1,1,25,154,179
4404,Summer,July,10,Thursday,1,1,29,72,101
4405,Summer,July,11,Thursday,1,1,30,112,142
4406,Summer,July,12,Thursday,1,1,32,139,171
4407,Summer,July,13,Thursday,1,1,48,107,155
4408,Summer,July,14,Thursday,1,1,39,121,160
4409,Summer,July,15,Thursday,1,1,47,119,166
4410,Summer,July,16,Thursday,1,1,47,218,265
4411,Summer,July,17,Thursday,1,1,80,489,569
4412,Summer,July,18,Thursday,1,1,70,492,562
4413,Summer,July,19,Thursday,1,1,79,286,365
4414,Summer,July,20,Thursday,1,1,61,224,285
4415,Summer,July,21,Thursday,1,1,39,170,209
4416,Summer,July,22,Thursday,1,1,32,150,182
4417,Summer,July,23,Thursday,1,1,31,98,129
4418,Summer,July,0,Friday,1,1,6,41,47
4419,Summer,July,1,Friday,1,1,9,25,34
4420,Summer,July,2,Friday,1,2,10,12,22
4421,Summer,July,3,Friday,1,1,2,4,6
4422,Summer,July,4,Friday,1,1,7,4,11
4423,Summer,July,5,Friday,1,1,3,24,27
4424,Summer,July,6,Friday,1,1,11,91,102
4425,Summer,July,7,Friday,1,2,30,302,332
4426,Summer,July,8,Friday,1,2,36,421,457
4427,Summer,July,9,Friday,1,2,30,211,241
4428,Summer,July,10,Friday,1,2,30,108,138
4429,Summer,July,11,Friday,1,2,61,104,165
4430,Summer,July,12,Friday,1,2,49,164,213
4431,Summer,July,13,Friday,1,2,54,175,229
4432,Summer,July,14,Friday,1,2,53,163,216
4433,Summer,July,15,Friday,1,2,39,102,141
4434,Summer,July,16,Friday,1,3,27,105,132
4435,Summer,July,17,Friday,1,3,6,161,167
4436,Summer,July,18,Friday,1,1,35,281,316
4437,Summer,July,19,Friday,1,1,45,225,270
4438,Summer,July,20,Friday,1,1,30,220,250
4439,Summer,July,21,Friday,1,2,46,158,204
4440,Summer,July,22,Friday,1,2,33,136,169
4441,Summer,July,23,Friday,1,2,40,111,151
4442,Summer,July,0,Saturday,0,2,31,90,121
4443,Summer,July,1,Saturday,0,2,5,48,53
4444,Summer,July,2,Saturday,0,1,12,43,55
4445,Summer,July,3,Saturday,0,1,7,23,30
4446,Summer,July,4,Saturday,0,1,2,4,6
4447,Summer,July,5,Saturday,0,2,4,11,15
4448,Summer,July,6,Saturday,0,2,11,27,38
4449,Summer,July,7,Saturday,0,1,21,50,71
4450,Summer,July,8,Saturday,0,1,68,114,182
4451,Summer,July,9,Saturday,0,1,77,170,247
4452,Summer,July,10,Saturday,0,1,87,177,264
4453,Summer,July,11,Saturday,0,1,101,189,290
4454,Summer,July,12,Saturday,0,1,145,221,366
4455,Summer,July,13,Saturday,0,1,167,249,416
4456,Summer,July,14,Saturday,0,1,158,215,373
4457,Summer,July,15,Saturday,0,1,182,220,402
4458,Summer,July,16,Saturday,0,1,171,245,416
4459,Summer,July,17,Saturday,0,1,160,241,401
4460,Summer,July,18,Saturday,0,1,132,246,378
4461,Summer,July,19,Saturday,0,1,128,178,306
4462,Summer,July,20,Saturday,0,1,129,185,314
4463,Summer,July,21,Saturday,0,1,83,155,238
4464,Summer,July,22,Saturday,0,1,60,154,214
4465,Summer,July,23,Saturday,0,1,47,93,140
4466,Summer,July,0,Sunday,0,1,42,112,154
4467,Summer,July,1,Sunday,0,1,19,94,113
4468,Summer,July,2,Sunday,0,1,28,68,96
4469,Summer,July,3,Sunday,0,1,6,19,25
4470,Summer,July,4,Sunday,0,1,0,5,5
4471,Summer,July,5,Sunday,0,1,7,10,17
4472,Summer,July,6,Sunday,0,1,8,17,25
4473,Summer,July,7,Sunday,0,1,27,38,65
4474,Summer,July,8,Sunday,0,1,27,65,92
4475,Summer,July,9,Sunday,0,1,62,107,169
4476,Summer,July,10,Sunday,0,1,95,173,268
4477,Summer,July,11,Sunday,0,1,110,177,287
4478,Summer,July,12,Sunday,0,1,133,244,377
4479,Summer,July,13,Sunday,0,1,139,228,367
4480,Summer,July,14,Sunday,0,1,122,227,349
4481,Summer,July,15,Sunday,0,1,142,219,361
4482,Summer,July,16,Sunday,0,1,128,244,372
4483,Summer,July,17,Sunday,0,1,146,217,363
4484,Summer,July,18,Sunday,0,1,141,222,363
4485,Summer,July,19,Sunday,0,1,120,183,303
4486,Summer,July,20,Sunday,0,1,101,167,268
4487,Summer,July,21,Sunday,0,1,65,162,227
4488,Summer,July,22,Sunday,0,1,56,87,143
4489,Summer,July,23,Sunday,0,1,19,53,72
4490,Summer,July,0,Monday,1,1,10,25,35
4491,Summer,July,1,Monday,1,1,5,5,10
4492,Summer,July,2,Monday,1,1,8,4,12
4493,Summer,July,3,Monday,1,1,2,8,10
4494,Summer,July,4,Monday,1,1,0,4,4
4495,Summer,July,5,Monday,1,1,5,21,26
4496,Summer,July,6,Monday,1,1,19,102,121
4497,Summer,July,7,Monday,1,1,28,289,317
4498,Summer,July,8,Monday,1,1,35,385,420
4499,Summer,July,9,Monday,1,1,41,167,208
4500,Summer,July,10,Monday,1,1,44,73,117
4501,Summer,July,11,Monday,1,1,39,89,128
4502,Summer,July,12,Monday,1,1,40,108,148
4503,Summer,July,13,Monday,1,1,22,119,141
4504,Summer,July,14,Monday,1,1,40,94,134
4505,Summer,July,15,Monday,1,1,38,108,146
4506,Summer,July,16,Monday,1,1,57,182,239
4507,Summer,July,17,Monday,1,1,59,455,514
4508,Summer,July,18,Monday,1,1,57,415,472
4509,Summer,July,19,Monday,1,1,80,293,373
4510,Summer,July,20,Monday,1,1,42,194,236
4511,Summer,July,21,Monday,1,1,21,109,130
4512,Summer,July,22,Monday,1,1,20,70,90
4513,Summer,July,23,Monday,1,1,11,44,55
4514,Summer,July,0,Tuesday,1,1,3,19,22
4515,Summer,July,1,Tuesday,1,1,6,8,14
4516,Summer,July,2,Tuesday,1,1,2,7,9
4517,Summer,July,3,Tuesday,1,2,2,6,8
4518,Summer,July,4,Tuesday,1,1,0,6,6
4519,Summer,July,5,Tuesday,1,1,4,21,25
4520,Summer,July,6,Tuesday,1,1,13,102,115
4521,Summer,July,7,Tuesday,1,1,29,301,330
4522,Summer,July,8,Tuesday,1,1,35,382,417
4523,Summer,July,9,Tuesday,1,1,27,149,176
4524,Summer,July,10,Tuesday,1,1,38,85,123
4525,Summer,July,11,Tuesday,1,1,39,86,125
4526,Summer,July,12,Tuesday,1,1,38,125,163
4527,Summer,July,13,Tuesday,1,1,32,104,136
4528,Summer,July,14,Tuesday,1,1,33,91,124
4529,Summer,July,15,Tuesday,1,1,37,111,148
4530,Summer,July,16,Tuesday,1,1,25,177,202
4531,Summer,July,17,Tuesday,1,1,48,380,428
4532,Summer,July,18,Tuesday,1,1,39,472,511
4533,Summer,July,19,Tuesday,1,1,42,295,337
4534,Summer,July,20,Tuesday,1,1,57,251,308
4535,Summer,July,21,Tuesday,1,1,49,209,258
4536,Summer,July,22,Tuesday,1,1,44,150,194
4537,Summer,July,23,Tuesday,1,1,20,59,79
4538,Summer,July,0,Wednesday,1,1,9,37,46
4539,Summer,July,1,Wednesday,1,1,1,11,12
4540,Summer,July,2,Wednesday,1,1,2,3,5
4541,Summer,July,3,Wednesday,1,1,0,4,4
4542,Summer,July,4,Wednesday,1,1,0,5,5
4543,Summer,July,5,Wednesday,1,1,4,22,26
4544,Summer,July,6,Wednesday,1,1,18,103,121
4545,Summer,July,7,Wednesday,1,1,32,281,313
4546,Summer,July,8,Wednesday,1,1,31,418,449
4547,Summer,July,9,Wednesday,1,1,23,163,186
4548,Summer,July,10,Wednesday,1,1,33,80,113
4549,Summer,July,11,Wednesday,1,1,55,110,165
4550,Summer,July,12,Wednesday,1,1,40,134,174
4551,Summer,July,13,Wednesday,1,3,39,119,158
4552,Summer,July,14,Wednesday,1,3,27,89,116
4553,Summer,July,15,Wednesday,1,3,13,33,46
4554,Summer,July,16,Wednesday,1,2,23,118,141
4555,Summer,July,17,Wednesday,1,1,70,418,488
4556,Summer,July,18,Wednesday,1,1,51,412,463
4557,Summer,July,19,Wednesday,1,1,79,340,419
4558,Summer,July,20,Wednesday,1,1,61,281,342
4559,Summer,July,21,Wednesday,1,1,56,194,250
4560,Summer,July,22,Wednesday,1,1,48,136,184
4561,Summer,July,23,Wednesday,1,1,33,83,116
4562,Summer,July,0,Thursday,1,1,14,32,46
4563,Summer,July,1,Thursday,1,1,4,21,25
4564,Summer,July,2,Thursday,1,1,3,7,10
4565,Summer,July,3,Thursday,1,1,1,5,6
4566,Summer,July,4,Thursday,1,1,0,6,6
4567,Summer,July,5,Thursday,1,1,6,22,28
4568,Summer,July,6,Thursday,1,1,14,116,130
4569,Summer,July,7,Thursday,1,1,23,311,334
4570,Summer,July,8,Thursday,1,1,53,433,486
4571,Summer,July,9,Thursday,1,1,29,195,224
4572,Summer,July,10,Thursday,1,1,32,95,127
4573,Summer,July,11,Thursday,1,1,38,110,148
4574,Summer,July,12,Thursday,1,1,51,172,223
4575,Summer,July,13,Thursday,1,1,39,138,177
4576,Summer,July,14,Thursday,1,1,49,129,178
4577,Summer,July,15,Thursday,1,1,42,138,180
4578,Summer,July,16,Thursday,1,1,43,231,274
4579,Summer,July,17,Thursday,1,1,78,517,595
4580,Summer,July,18,Thursday,1,1,94,484,578
4581,Summer,July,19,Thursday,1,1,67,333,400
4582,Summer,July,20,Thursday,1,1,81,267,348
4583,Summer,July,21,Thursday,1,1,58,203,261
4584,Summer,July,22,Thursday,1,1,42,134,176
4585,Summer,July,23,Thursday,1,1,27,97,124
4586,Summer,July,0,Friday,1,1,23,57,80
4587,Summer,July,1,Friday,1,1,7,13,20
4588,Summer,July,2,Friday,1,1,16,22,38
4589,Summer,July,3,Friday,1,1,1,6,7
4590,Summer,July,4,Friday,1,1,2,8,10
4591,Summer,July,5,Friday,1,1,7,16,23
4592,Summer,July,6,Friday,1,2,12,108,120
4593,Summer,July,7,Friday,1,1,17,257,274
4594,Summer,July,8,Friday,1,1,50,514,564
4595,Summer,July,9,Friday,1,1,31,176,207
4596,Summer,July,10,Friday,1,2,59,107,166
4597,Summer,July,11,Friday,1,1,73,137,210
4598,Summer,July,12,Friday,1,1,61,177,238
4599,Summer,July,13,Friday,1,1,85,162,247
4600,Summer,July,14,Friday,1,1,105,160,265
4601,Summer,July,15,Friday,1,1,74,163,237
4602,Summer,July,16,Friday,1,1,96,265,361
4603,Summer,July,17,Friday,1,1,104,483,587
4604,Summer,July,18,Friday,1,1,102,394,496
4605,Summer,July,19,Friday,1,1,114,280,394
4606,Summer,July,20,Friday,1,1,92,251,343
4607,Summer,July,21,Friday,1,1,75,186,261
4608,Summer,July,22,Friday,1,1,71,152,223
4609,Summer,July,23,Friday,1,1,41,126,167
4610,Summer,July,0,Saturday,0,1,42,68,110
4611,Summer,July,1,Saturday,0,1,24,51,75
4612,Summer,July,2,Saturday,0,1,10,48,58
4613,Summer,July,3,Saturday,0,1,6,20,26
4614,Summer,July,4,Saturday,0,1,9,7,16
4615,Summer,July,5,Saturday,0,1,4,6,10
4616,Summer,July,6,Saturday,0,1,16,21,37
4617,Summer,July,7,Saturday,0,1,14,38,52
4618,Summer,July,8,Saturday,0,1,37,90,127
4619,Summer,July,9,Saturday,0,1,72,150,222
4620,Summer,July,10,Saturday,0,1,114,208,322
4621,Summer,July,11,Saturday,0,1,171,225,396
4622,Summer,July,12,Saturday,0,1,187,276,463
4623,Summer,July,13,Saturday,0,1,221,276,497
4624,Summer,July,14,Saturday,0,1,201,232,433
4625,Summer,July,15,Saturday,0,1,205,223,428
4626,Summer,July,16,Saturday,0,1,183,242,425
4627,Summer,July,17,Saturday,0,1,234,241,475
4628,Summer,July,18,Saturday,0,1,185,243,428
4629,Summer,July,19,Saturday,0,1,164,242,406
4630,Summer,July,20,Saturday,0,1,108,188,296
4631,Summer,July,21,Saturday,0,1,85,167,252
4632,Summer,July,22,Saturday,0,1,65,136,201
4633,Summer,July,23,Saturday,0,1,61,107,168
4634,Summer,July,0,Sunday,0,1,34,91,125
4635,Summer,July,1,Sunday,0,1,16,86,102
4636,Summer,July,2,Sunday,0,1,28,66,94
4637,Summer,July,3,Sunday,0,1,21,26,47
4638,Summer,July,4,Sunday,0,1,4,6,10
4639,Summer,July,5,Sunday,0,1,4,8,12
4640,Summer,July,6,Sunday,0,1,10,11,21
4641,Summer,July,7,Sunday,0,1,20,30,50
4642,Summer,July,8,Sunday,0,1,45,73,118
4643,Summer,July,9,Sunday,0,1,74,110,184
4644,Summer,July,10,Sunday,0,1,127,177,304
4645,Summer,July,11,Sunday,0,1,147,244,391
4646,Summer,July,12,Sunday,0,1,177,243,420
4647,Summer,July,13,Sunday,0,1,200,272,472
4648,Summer,July,14,Sunday,0,1,168,262,430
4649,Summer,July,15,Sunday,0,1,129,195,324
4650,Summer,July,16,Sunday,0,1,129,188,317
4651,Summer,July,17,Sunday,0,1,133,236,369
